length,entropy,special_char_ratio,digit_ratio,alpha_ratio,whitespace_count,max_char_run,hex_encoded,keyword_count,keyword_diversity,has_union,boolean_op_count,has_time_keyword,has_exfil_keyword,has_destructive,comment_count,quote_imbalance,comparison_count,semicolon_count,url_encoding_depth,ast_token_count,ast_keyword_count,ast_has_where,ast_has_comparison,ast_has_union
49,4.43023841519056,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
48,4.375814583693913,0.020833333333333332,0.0625,0.6875,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.5,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
64,4.731669323691031,0.078125,0.0625,0.671875,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
62,4.776461632827943,0.24193548387096775,0.04838709677419355,0.5806451612903226,6,4,1,1,1,0,1,0,0,0,3,1,0,0,0,39,1,0,0,0
12,2.584962500721156,0.4166666666666667,0.0,0.4166666666666667,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0
59,4.784439871065716,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
15,3.323231428797621,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.4565647621309536,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
67,4.790209437392637,0.1044776119402985,0.0,0.7014925373134329,10,2,0,2,2,1,0,0,0,0,3,1,0,0,0,21,3,0,0,1
58,4.70636052065393,0.06896551724137931,0.05172413793103448,0.6896551724137931,9,2,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
49,4.348605762129337,0.02040816326530612,0.08163265306122448,0.673469387755102,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.5,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
58,4.70636052065393,0.06896551724137931,0.05172413793103448,0.6896551724137931,9,2,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
16,3.75,0.3125,0.0625,0.5,2,2,0,1,1,0,1,1,0,0,1,1,0,0,0,13,1,0,0,0
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
13,3.5465935642949384,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
62,4.796544092470467,0.24193548387096775,0.04838709677419355,0.5806451612903226,6,4,0,1,1,0,1,0,0,0,3,1,0,0,0,42,1,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
12,2.9182958340544896,0.3333333333333333,0.16666666666666666,0.16666666666666666,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,10,1,0,1,0
80,4.678701696057347,0.05,0.05,0.7125,12,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
31,3.8488846166291193,0.0967741935483871,0.0,0.7419354838709677,3,2,0,2,2,1,0,0,0,0,1,1,0,0,0,14,5,0,0,1
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,2,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
15,3.4565647621309536,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
39,2.5185732998126524,0.1794871794871795,0.7435897435897436,0.07692307692307693,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.323231428797621,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
64,4.762919323691031,0.078125,0.0625,0.671875,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
14,3.521640636343319,0.0,0.21428571428571427,0.6428571428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
14,3.521640636343319,0.0,0.21428571428571427,0.6428571428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
12,3.2516291673878226,0.0,0.25,0.6666666666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
63,4.496988162131958,0.047619047619047616,0.0,0.746031746031746,10,2,0,3,3,1,0,0,0,0,1,1,0,0,0,21,4,0,0,1
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
76,5.068338822762738,0.06578947368421052,0.02631578947368421,0.7631578947368421,5,2,0,3,3,1,0,0,0,0,1,1,0,0,0,27,4,0,0,1
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
15,3.3735572622751855,0.0,0.2,0.6666666666666666,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
26,4.026986833359286,0.23076923076923078,0.11538461538461539,0.46153846153846156,3,2,0,1,1,0,0,1,0,0,1,1,0,1,0,9,0,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
13,2.7773627950641697,0.5384615384615384,0.15384615384615385,0.15384615384615385,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0
59,4.784439871065716,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
25,3.783465189601646,0.12,0.0,0.72,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,9,3,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
85,4.956638660192244,0.10588235294117647,0.023529411764705882,0.6823529411764706,10,2,0,2,2,1,0,0,0,0,3,1,0,0,0,37,3,0,0,1
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
59,4.784439871065716,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
49,4.43023841519056,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
80,4.644265602280304,0.05,0.05,0.7125,12,3,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
25,2.7574058114255178,0.28,0.52,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
21,3.880179922675738,0.19047619047619047,0.0,0.6666666666666666,3,2,0,1,1,0,0,0,0,1,1,1,0,1,0,12,2,0,0,0
12,3.418295834054489,0.0,0.25,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14,3.521640636343319,0.0,0.21428571428571427,0.6428571428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
16,3.5,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
13,3.1808329872054406,0.0,0.3076923076923077,0.6153846153846154,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
79,4.639754015184684,0.05063291139240506,0.0379746835443038,0.7215189873417721,12,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
26,3.9500637564362093,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
64,4.731669323691031,0.078125,0.0625,0.671875,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
17,3.8521687236032816,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
30,4.2817276788697365,0.3,0.0,0.6,3,2,0,1,1,1,0,0,0,0,3,1,0,0,0,15,2,0,0,1
16,3.5,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
21,3.975418017913833,0.19047619047619047,0.0,0.6666666666666666,3,2,0,1,1,0,0,0,0,1,1,1,0,1,0,12,2,0,0,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
49,4.513196202257308,0.14285714285714285,0.0,0.7346938775510204,5,2,0,1,1,1,0,0,0,0,3,1,0,0,0,24,2,0,0,1
15,3.4565647621309536,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
80,4.678701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
17,2.771902372038559,0.47058823529411764,0.17647058823529413,0.11764705882352941,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,8,0,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,2,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
25,2.7574058114255178,0.28,0.6,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,0
61,4.862519969386981,0.13114754098360656,0.13114754098360656,0.5409836065573771,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
48,4.334147917027245,0.020833333333333332,0.0625,0.6875,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
16,3.5,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
26,4.056020968057881,0.23076923076923078,0.15384615384615385,0.4230769230769231,3,2,0,1,1,1,0,0,0,0,3,0,0,0,0,19,1,0,0,1
65,4.804319147124241,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
13,3.5465935642949384,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
25,3.813660689688185,0.12,0.0,0.72,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,9,3,0,0,0
61,4.862519969386981,0.13114754098360656,0.13114754098360656,0.5409836065573771,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
61,4.862519969386981,0.13114754098360656,0.13114754098360656,0.5409836065573771,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
15,3.323231428797621,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
49,4.668494987449897,0.14285714285714285,0.0,0.7346938775510204,5,2,0,1,1,1,0,0,0,0,3,1,0,0,0,24,2,0,0,1
17,3.8521687236032816,0.0,0.23529411764705882,0.6470588235294118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
15,3.5068905956085183,0.0,0.2,0.6666666666666666,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
16,3.375,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
14,3.1820058147602133,0.0,0.21428571428571427,0.6428571428571429,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
18,3.350209029099897,0.2222222222222222,0.16666666666666666,0.3888888888888889,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,14,2,0,1,0
49,4.43023841519056,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.5,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
26,3.9500637564362093,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,2,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
16,3.5,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.5,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
59,4.784439871065716,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
16,3.875,0.0,0.1875,0.6875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
28,3.8423709931771084,0.25,0.0,0.5357142857142857,6,2,0,1,1,1,0,0,0,0,3,1,0,0,0,14,2,0,0,1
44,4.646376220664174,0.20454545454545456,0.0,0.6818181818181818,3,2,0,2,2,1,0,0,0,0,1,1,0,0,0,29,2,0,0,1
63,5.0064662812978495,0.12698412698412698,0.12698412698412698,0.5555555555555556,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
65,4.773549916355011,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
14,3.182005814760214,0.0,0.21428571428571427,0.6428571428571429,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
65,4.742780685585779,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
80,4.678701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
49,4.43023841519056,0.02040816326530612,0.08163265306122448,0.673469387755102,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
16,3.75,0.0,0.1875,0.6875,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
31,4.542748326446118,0.25806451612903225,0.0,0.6451612903225806,2,2,0,2,2,0,0,0,0,0,1,1,0,1,0,7,0,0,0,0
17,3.8521687236032816,0.0,0.23529411764705882,0.6470588235294118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
15,3.3735572622751855,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
49,4.389422088659948,0.02040816326530612,0.08163265306122448,0.673469387755102,9,2,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
59,4.750541565980971,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
26,3.7381493331928666,0.11538461538461539,0.0,0.7307692307692307,3,2,0,2,2,1,0,0,0,0,1,1,0,0,0,12,4,0,0,1
17,3.969815782426811,0.0,0.23529411764705882,0.6470588235294118,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
63,4.974720249551817,0.12698412698412698,0.12698412698412698,0.5555555555555556,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
65,4.742780685585779,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
59,4.784439871065716,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,1,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
48,4.375814583693913,0.020833333333333332,0.0625,0.6875,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,30,3,1,1,0
15,3.323231428797621,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
17,3.8521687236032816,0.0,0.23529411764705882,0.6470588235294118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
30,4.389898095464288,0.13333333333333333,0.03333333333333333,0.7333333333333333,3,2,0,1,1,0,0,0,0,1,1,1,0,1,0,13,2,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
18,3.239097917988786,0.2222222222222222,0.16666666666666666,0.3888888888888889,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,14,2,0,1,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
16,3.625,0.0,0.25,0.625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
15,3.5068905956085183,0.0,0.2,0.6666666666666666,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
60,4.833451062999073,0.13333333333333333,0.13333333333333333,0.5333333333333333,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
61,4.82973308414108,0.13114754098360656,0.13114754098360656,0.5409836065573771,7,1,0,1,1,0,0,0,0,1,0,0,0,0,0,31,3,0,0,0
15,3.640223928941851,0.0,0.26666666666666666,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
84,5.046157822545145,0.15476190476190477,0.07142857142857142,0.5714285714285714,14,2,1,1,1,0,1,0,0,0,3,1,0,0,0,47,3,0,0,0
26,4.026986833359286,0.038461538461538464,0.15384615384615385,0.7692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
15,3.189898095464288,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
16,3.5,0.0,0.25,0.625,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
38,3.9553113166340115,0.18421052631578946,0.0,0.6052631578947368,6,2,0,1,1,1,0,0,0,0,3,1,0,0,0,22,4,0,0,1
120,5.144293140339874,0.15833333333333333,0.025,0.6916666666666667,11,2,0,3,2,0,1,0,0,0,1,1,0,0,0,77,6,0,0,0
15,3.5068905956085183,0.0,0.26666666666666666,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
17,3.8521687236032816,0.0,0.23529411764705882,0.6470588235294118,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
65,4.74278068558578,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
59,4.703848557469726,0.06779661016949153,0.06779661016949153,0.6779661016949152,9,3,0,0,0,0,0,0,0,1,0,0,2,0,0,31,3,1,1,0
14,3.3248629576173574,0.0,0.21428571428571427,0.6428571428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
8,2.75,0.375,0.0,0.625,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0
25,3.813660689688185,0.12,0.0,0.72,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,9,3,0,0,0
58,4.71092366731756,0.1896551724137931,0.05172413793103448,0.6206896551724138,6,4,0,2,2,0,1,0,0,0,1,1,0,0,0,34,2,0,0,0
13,3.5465935642949384,0.0,0.3076923076923077,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
13,3.3927474104487847,0.0,0.3076923076923077,0.6153846153846154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
80,4.703701696057347,0.05,0.05,0.7125,12,1,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
65,4.773549916355011,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
65,4.804319147124241,0.07692307692307693,0.07692307692307693,0.6615384615384615,11,2,0,1,1,0,1,0,0,0,0,0,2,0,0,36,4,1,1,0
